,lCen,"QE primary, CIB","PSH primary, CIB","PH primary, CIB","Shear primary, CIB","QE primary, tSZ","PSH primary, tSZ","PH primary, tSZ","Shear primary, tSZ","QE primary, kSZ","PSH primary, kSZ","PH primary, kSZ","Shear primary, kSZ","QE primary, Radio PS","PSH primary, Radio PS","PH primary, Radio PS","Shear primary, Radio PS","QE primary, tSZ+CIB","PSH primary, tSZ+CIB","PH primary, tSZ+CIB","Shear primary, tSZ+CIB","QE primary, All","PSH primary, All","PH primary, All","Shear primary, All","QE secondary, CIB","PSH secondary, CIB","PH secondary, CIB","Shear secondary, CIB","QE secondary, tSZ","PSH secondary, tSZ","PH secondary, tSZ","Shear secondary, tSZ","QE secondary, kSZ","PSH secondary, kSZ","PH secondary, kSZ","Shear secondary, kSZ","QE secondary, Radio PS","PSH secondary, Radio PS","PH secondary, Radio PS","Shear secondary, Radio PS","QE secondary, tSZ+CIB","PSH secondary, tSZ+CIB","PH secondary, tSZ+CIB","Shear secondary, tSZ+CIB","QE secondary, All","PSH secondary, All","PH secondary, All","Shear secondary, All","QE trispectrum, CIB","PSH trispectrum, CIB","PH trispectrum, CIB","Shear trispectrum, CIB","QE trispectrum, tSZ","PSH trispectrum, tSZ","PH trispectrum, tSZ","Shear trispectrum, tSZ","QE trispectrum, kSZ","PSH trispectrum, kSZ","PH trispectrum, kSZ","Shear trispectrum, kSZ","QE trispectrum, Radio PS","PSH trispectrum, Radio PS","PH trispectrum, Radio PS","Shear trispectrum, Radio PS","QE trispectrum, tSZ+CIB","PSH trispectrum, tSZ+CIB","PH trispectrum, tSZ+CIB","Shear trispectrum, tSZ+CIB","QE trispectrum, All","PSH trispectrum, All","PH trispectrum, All","Shear trispectrum, All"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,-2.4257452774585394e-39,-2.4597428258557683e-39,-3.247474296216038e-39,-2.961981759700817e-39,-8.062451291244467e-39,-6.781282780789667e-39,-4.4474833134559855e-39,-1.389836681061889e-38,-7.547310405681825e-12,-8.0286262472213e-12,-8.445019549491408e-12,-1.3608560269407428e-11,-1.7579714301332256e-10,4.712476793989251e-11,1.335433985442945e-10,3.804748089648596e-11,-1.2941845537988116e-40,1.7161559781926978e-39,3.646117732989794e-39,-1.031694621056298e-38,-1.8826093654612943e-10,3.352554983325404e-11,1.1954232478613612e-10,2.085448828993209e-11,-3.161898386032252e-39,-3.2389300994888745e-39,-3.187910015514466e-39,8.089539672349462e-39,-9.445856507439719e-39,-9.723171392240048e-39,-9.698881563694811e-39,-9.118560984490292e-39,1.2393497815136376e-13,1.152819770441915e-13,7.72980887571438e-14,-1.4451753859185596e-14,4.816440210834074e-12,5.5250607953661685e-12,7.740562006453597e-12,1.1917730671374443e-11,-2.4657158788732084e-39,-1.2225299097677677e-39,9.794379385474623e-40,7.106726222500225e-39,5.729403184707136e-13,2.311348109298152e-12,4.3769449637839925e-12,5.28295762976699e-12,-3.480766078326325e-68,-1.598141114767931e-68,-9.504500599560425e-69,-1.2537460880221362e-68,-4.389311803624069e-65,-1.6765767965820958e-65,-6.496100239646781e-66,-9.242432263431063e-66,-2.652017433125583e-14,-9.89042066953226e-15,-3.828440582226434e-15,-6.186585869792644e-15,-4.3316302262858213e-10,-1.5707236580740732e-10,-4.359565679208361e-11,-5.428058605611282e-11,-3.6183440368382988e-65,-1.3535497950604985e-65,-5.391324278025378e-66,-8.568868228460676e-66,-5.256340706644963e-10,-1.870339926338239e-10,-4.7986763940910676e-11,-5.100086970737901e-11
7,38.42812776856926,-2.80888491399656e-39,-2.8050282541715683e-39,-2.8723850547775253e-39,-3.2039581556588956e-39,1.486213747001716e-38,1.6928688171244344e-38,1.9966081619121982e-38,4.976233300943275e-38,-1.3566932836977595e-12,-1.407830223624356e-12,-1.3749409645306857e-12,-3.58750025209729e-12,-8.387692562875378e-11,1.6688080377816314e-11,5.4748588192661826e-11,9.593403308976704e-12,6.309279983359789e-39,8.12124822292581e-39,1.1006805046664739e-38,2.6654751623630594e-38,-7.896228947438305e-11,2.1987290580710978e-11,5.993498914161322e-11,1.4221668243197757e-11,2.8291624156093826e-39,3.073175979868591e-39,3.630610617456514e-39,6.998367623752181e-39,-9.98942700736426e-39,-1.0928939640609302e-38,-1.1954958836979938e-38,4.803161080997218e-39,2.5101709966941247e-13,2.7246162904498475e-13,2.881231866847877e-13,4.0624298615543695e-13,-1.2937431527796975e-11,-1.0374344104319898e-11,-8.519791110133511e-12,-2.2231949638127538e-11,2.4234748752089312e-39,3.048341413683928e-39,4.149243993719517e-39,3.7116601698665796e-38,-1.0224467069418982e-11,-7.873368693227125e-12,-5.961204668619599e-12,-2.671350434987678e-11,-3.74602848394112e-68,-1.5978594037418434e-68,-7.505823727703774e-69,-1.4403419128285835e-68,-4.377093197683147e-65,-1.6826955882351174e-65,-6.690726262478161e-66,-1.0152491964451978e-65,-2.693011243223793e-14,-1.0360242153319088e-14,-4.3085358474842645e-15,-6.3820740634146255e-15,-6.412510382784048e-10,-2.2421174628722377e-10,-5.558199781606131e-11,-4.156165221362954e-11,-4.7903203649851945e-65,-1.7913984357394386e-65,-6.569164879440857e-66,-9.595085695311158e-66,-5.014272509687893e-10,-1.8874973254780434e-10,-5.615489135235014e-11,-6.890366590651056e-11
8,63.198533245043265,1.7948258976858525e-39,1.9423921583255722e-39,2.1422815968461332e-39,6.180642402800508e-40,8.228486831811251e-39,9.276747201763243e-39,1.1070405058902314e-38,1.91496643688459e-38,-1.0821427579436382e-12,-1.0808022276786056e-12,-1.0227358907532016e-12,-8.664694115169726e-13,-1.5728364924316306e-10,-2.7639590435210526e-12,5.649715452530042e-11,-2.2640165791267303e-11,1.1339368886852552e-38,1.2403308662845641e-38,1.4257773223510566e-38,1.3023267028919652e-38,-1.594785222761967e-10,-5.079493707031924e-12,5.433563063129589e-11,-2.2078542609726447e-11,-4.097366103353041e-40,-5.5291474311409116e-40,-6.967814296470878e-40,2.056760537462821e-39,1.2062880213576928e-39,1.1717075480248132e-39,1.1434675170092664e-39,7.118305247146749e-39,-1.1290989102429781e-13,-1.3481468441024839e-13,-1.7199824165981071e-13,-2.401469874864862e-13,4.880619782684233e-12,4.754811947249577e-12,3.65989574583422e-12,-1.9970684503798547e-11,5.509004231746653e-39,6.075310627187573e-39,6.107073797507654e-39,1.1717274832063468e-38,5.945381040015338e-12,5.766686080608284e-12,4.036785693992337e-12,-2.3600622870430353e-11,-3.883141368564344e-68,-1.496094114492462e-68,-6.150921088852397e-69,-1.6464107330865165e-68,-3.61071372884944e-65,-1.3646249231078515e-65,-5.607331811070658e-66,-1.0445229003872353e-65,-2.877890148841501e-14,-1.1125736908325239e-14,-4.928511892575215e-15,-1.0084567431399879e-14,-3.17142975446124e-10,-1.1686257254533643e-10,-3.483396574936923e-11,-5.480661716698126e-11,-3.672924223764483e-65,-1.3982478829254809e-65,-5.851698876369083e-66,-1.0527396529836585e-65,-5.910540570498526e-10,-2.1545863046107654e-10,-5.963766341062916e-11,-7.016742102022895e-11
9,100.96538972782729,2.248045370574872e-40,1.4820040835168645e-40,7.326549215205908e-41,3.634183935100722e-40,2.698286505894567e-39,3.0575140268315806e-39,3.313145177667415e-39,7.605356625657728e-39,-6.26337501323622e-13,-6.239943304606805e-13,-5.711735599000757e-13,1.5007505522727352e-13,-1.3387529121506167e-10,8.452248587372965e-12,6.134325213940883e-11,-8.171082927666462e-12,5.177137489540725e-39,5.6307903700629696e-39,5.982671638475464e-39,8.316354024116828e-39,-1.3414580143792689e-10,8.261919948509344e-12,6.146431184272254e-11,-5.599511035685979e-12,-9.576502149429003e-41,-1.9025385078759564e-40,-2.261002331908189e-40,-6.730994652333907e-40,-8.52513565200843e-40,-7.7699739775344e-40,-8.726737910087761e-40,-7.991140820158247e-39,-2.4984280767615937e-15,7.280276744905308e-15,2.2768745522550446e-14,-4.537437509089422e-14,-1.0985400696708679e-11,-7.751342799107195e-12,-7.138699471654308e-12,-2.435397729106601e-11,-2.1155793132346466e-39,-2.3401395621888474e-39,-2.7052322008402984e-39,-5.3195575412865295e-39,-1.0843133634766854e-11,-7.46201249804819e-12,-6.80802215224051e-12,-2.200378945117226e-11,-3.5955714271806614e-68,-1.5995263682776149e-68,-9.507918752508261e-69,-1.9826784457307463e-68,-3.317651623141743e-65,-1.3402609710820788e-65,-6.322517108977528e-66,-1.2427740764634802e-65,-3.406906130622721e-14,-1.3938004118591959e-14,-6.7331593199556274e-15,-1.3230611119392656e-14,-3.8429396134045216e-10,-1.4200622345355043e-10,-4.137993157381057e-11,-6.083927155859289e-11,-3.496357910101149e-65,-1.451365241891688e-65,-7.182678354668863e-66,-1.4287297158462517e-65,-4.880388091478896e-10,-1.882199739327841e-10,-5.860270189691664e-11,-7.68231728683267e-11
