,l,w
160,160.03200640128026,-0.8450588009984668
161,161.03220644128825,-0.8494809628496867
162,162.03240648129625,-0.8539031247009066
163,163.03260652130425,-0.8583252865521265
164,164.03280656131224,-0.8627474484033462
165,165.03300660132027,-0.8671696102545656
166,166.03320664132826,-0.871591772105786
167,167.03340668133626,-0.876013933957005
168,168.03360672134426,-0.8804360958082249
169,169.03380676135225,-0.8848582576594448
170,170.03400680136028,-0.8892804195106647
171,171.03420684136827,-0.8937025813618842
172,172.03440688137627,-0.8981247432131036
173,173.03460692138427,-0.902546905064324
174,174.03480696139226,-0.9069690669155435
175,175.03500700140026,-0.9113912287667634
176,176.03520704140828,-0.9158133906179833
177,177.03540708141628,-0.9202355524692027
178,178.03560712142428,-0.9246577143204231
179,179.03580716143227,-0.9292726626948227
180,180.03600720144027,-0.9344887054326318
181,181.0362072414483,-0.939704748170441
182,182.0364072814563,-0.9449207909082502
183,183.0366073214643,-0.9501368336460594
184,184.03680736147228,-0.9553528763838686
185,185.03700740148028,-0.9605689191216775
186,186.03720744148828,-0.9657849618594863
187,187.0374074814963,-0.9710010045972959
188,188.0376075215043,-0.9762170473351046
189,189.0378075615123,-0.9814330900729138
190,190.0380076015203,-0.986649132810723
191,191.0382076415283,-0.9918651755485317
192,192.03840768153628,-0.9970812182863407
193,193.0386077215443,-1.0022972610241498
194,194.0388077615523,-1.007513303761959
195,195.0390078015603,-1.0127293464997678
196,196.0392078415683,-1.017945389237577
197,197.0394078815763,-1.0231614319753861
198,198.03960792158432,-1.0283774747131953
199,199.03980796159232,-1.033593517451004
200,200.0400080016003,-1.0388095601888137
201,201.0402080416083,-1.0440256029266224
202,202.0404080816163,-1.049241645664432
203,203.0406081216243,-1.0544576884022407
204,204.04080816163233,-1.0596737311400504
205,205.04100820164032,-1.064889773877859
206,206.04120824164832,-1.0701058166156683
207,207.04140828165632,-1.0753218593534775
208,208.0416083216643,-1.0805379020912862
209,209.04180836167234,-1.0857539448290958
210,210.04200840168033,-1.0909699875669046
211,211.04220844168833,-1.0961860303047133
212,212.04240848169633,-1.1014020730425225
213,213.04260852170432,-1.1066181157803312
214,214.04280856171232,-1.1118341585181408
215,215.04300860172035,-1.1170502012559496
216,216.04320864172834,-1.1222662439937583
217,217.04340868173634,-1.127482286731568
218,218.04360872174433,-1.1326983294693767
219,219.04380876175233,-1.1379143722071863
220,220.04400880176036,-1.1430953594455344
221,221.04420884176835,-1.1482685845821292
222,222.04440888177635,-1.1534418097187231
223,223.04460892178435,-1.158615034855318
224,224.04480896179234,-1.1637882599919123
225,225.04500900180034,-1.1689614851285075
226,226.04520904180836,-1.1741347102651019
227,227.04540908181636,-1.1793079354016962
228,228.04560912182436,-1.1845222292311899
229,229.04580916183235,-1.189736714837888
230,230.04600920184035,-1.194951200444586
231,231.04620924184837,-1.200165686051284
232,232.04640928185637,-1.205380171657982
233,233.04660932186437,-1.21059465726468
234,234.04680936187236,-1.215809142871378
235,235.04700940188036,-1.2210236284780756
236,236.04720944188836,-1.226238114084774
237,237.04740948189638,-1.2314459484032305
238,238.04760952190438,-1.2366505910833214
239,239.04780956191237,-1.241855233763412
240,240.04800960192037,-1.2470598764435032
241,241.04820964192837,-1.2522645191235942
242,242.04840968193636,-1.2574691618036846
243,243.0486097219444,-1.2627341615051684
244,244.04880976195238,-1.2684389435043695
245,245.04900980196038,-1.2728068071368308
246,246.04920984196838,-1.277167816849623
247,247.04940988197637,-1.2815288265624156
248,248.0496099219844,-1.2858898362752087
249,249.0498099619924,-1.2902508459880013
250,250.0500100020004,-1.294611855700794
251,251.0502100420084,-1.2989728654135861
252,252.05041008201638,-1.3033338751263797
253,253.05061012202438,-1.3076948848391714
254,254.0508101620324,-1.3120558945519645
255,255.0510102020404,-1.316416904264757
256,256.0512102420484,-1.3207779139775497
257,257.0514102820564,-1.3251389236903424
258,258.0516103220644,-1.329499933403135
259,259.0518103620724,-1.3338609431159276
260,260.0520104020804,-1.3379115184841095
261,261.0522104420884,-1.3414958600034486
262,262.05241048209643,-1.345080201522788
263,263.05261052210443,-1.3486645430421271
264,264.0528105621124,-1.3522488845614662
265,265.0530106021204,-1.3558332260808053
266,266.0532106421284,-1.3594175676001443
267,267.0534106821364,-1.3630019091194834
268,268.0536107221444,-1.3665862506388224
269,269.0538107621524,-1.3701705921581615
270,270.0540108021604,-1.3737549336775001
271,271.0542108421684,-1.3773392751968392
272,272.0544108821764,-1.3809236167161778
273,273.05461092218445,-1.3845079582355178
274,274.05481096219245,-1.3880922997548568
275,275.05501100220044,-1.3916766412741954
276,276.05521104220844,-1.3952609827935345
277,277.05541108221644,-1.3988453243128736
278,278.05561112222443,-1.4024296658322126
279,279.05581116223243,-1.4060140073515517
280,280.0560112022404,-1.4095983488708907
281,281.0562112422484,-1.4131826903902298
282,282.0564112822564,-1.4167670319095684
283,283.0566113222644,-1.4203513734289075
284,284.05681136227247,-1.4239357149482466
285,285.05701140228047,-1.427520056467586
286,286.05721144228846,-1.4311043979869247
287,287.05741148229646,-1.4346887395062642
288,288.05761152230446,-1.4382730810256037
289,289.05781156231245,-1.4418574225449419
290,290.05801160232045,-1.445441764064281
291,291.05821164232844,-1.44902610558362
292,292.05841168233644,-1.452610447102959
293,293.05861172234444,-1.4561947886222981
294,294.05881176235243,-1.4597791301416372
295,295.0590118023605,-1.4633634716609767
296,296.0592118423685,-1.4669478131803158
297,297.0594118823765,-1.4705321546996548
298,298.0596119223845,-1.4741164962189934
299,299.0598119623925,-1.4777008377383325
300,300.06001200240047,-1.4812851792576711
301,301.06021204240847,-1.4848695207770102
302,302.06041208241646,-1.4884538622963492
303,303.06061212242446,-1.4920382038156887
304,304.06081216243246,-1.4956225453350278
305,305.06101220244045,-1.4992068868543669
306,306.06121224244845,-1.5027912283737055
307,307.0614122824565,-1.506375569893045
308,308.0616123224645,-1.5099499439260677
309,309.0618123624725,-1.5122509211599344
310,310.0620124024805,-1.5145518983938007
311,311.0622124424885,-1.5168528756276674
312,312.0624124824965,-1.5191538528615336
313,313.0626125225045,-1.5214548300953994
314,314.0628125625125,-1.523755807329266
315,315.0630126025205,-1.5260567845631323
316,316.06321264252847,-1.528357761796999
317,317.06341268253647,-1.5306587390308652
318,318.0636127225445,-1.5329597162647324
319,319.0638127625525,-1.5352606934985986
320,320.0640128025605,-1.5375616707324649
321,321.0642128425685,-1.539862647966331
322,322.0644128825765,-1.5421636252001978
323,323.0646129225845,-1.5444646024340636
324,324.0648129625925,-1.5467655796679312
325,325.0650130026005,-1.5490665569017965
326,326.0652130426085,-1.5513766601582457
327,327.0654130826165,-1.553697687203143
328,328.0656131226245,-1.5560187142480402
329,329.06581316263254,-1.5583397412929378
330,330.06601320264053,-1.560660768337835
331,331.06621324264853,-1.5632231732694413
332,332.0664132826565,-1.5651624497646734
333,333.0666133226645,-1.5665995334767944
334,334.0668133626725,-1.5680366171889153
335,335.0670134026805,-1.5694737009010362
336,336.0672134426885,-1.5709107846131571
337,337.0674134826965,-1.5723478683252772
338,338.0676135227045,-1.5737849520373985
339,339.0678135627125,-1.5752220357495195
340,340.06801360272055,-1.5766591194616404
341,341.06821364272855,-1.5780962031737609
342,342.06841368273655,-1.5795332868858818
343,343.06861372274454,-1.5809703705980032
344,344.06881376275254,-1.582407454310124
345,345.06901380276054,-1.5838445380222446
346,346.06921384276853,-1.5852816217343655
347,347.06941388277653,-1.586718705446486
348,348.0696139227845,-1.5881557891586064
349,349.0698139627925,-1.5895928728707274
350,350.0700140028005,-1.5910299565828483
351,351.0702140428086,-1.5924670402949692
352,352.07041408281657,-1.5939041240070901
353,353.07061412282457,-1.595341207719211
354,354.07081416283256,-1.596778291431332
355,355.07101420284056,-1.598215375143453
356,356.07121424284855,-1.5996524588555734
357,357.07141428285655,-1.6010895425676943
358,358.07161432286455,-1.6025266262798157
359,359.07181436287254,-1.6039637099919366
360,360.07201440288054,-1.605400793704057
361,361.07221444288854,-1.606837877416178
362,362.0724144828966,-1.6082749611282985
363,363.0726145229046,-1.6097062978046672
364,364.0728145629126,-1.6111329539811914
365,365.0730146029206,-1.6125596101577164
366,366.0732146429286,-1.6139862663342415
367,367.0734146829366,-1.615412922510766
368,368.07361472294457,-1.6168395786872907
369,369.07381476295257,-1.6182662348638153
370,370.07401480296056,-1.6196928910403403
371,371.07421484296856,-1.6211195472168645
372,372.07441488297655,-1.62254620339339
373,373.0746149229846,-1.6239728595699146
374,374.0748149629926,-1.6253995157464391
375,375.0750150030006,-1.6268261719229637
376,376.0752150430086,-1.6282528280994888
377,377.0754150830166,-1.6290170893787628
378,378.0756151230246,-1.6295114966232251
379,379.0758151630326,-1.630005903867688
380,380.0760152030406,-1.6305003111121499
381,381.0762152430486,-1.6309947183566127
382,382.0764152830566,-1.6314891256010755
383,383.0766153230646,-1.6319835328455379
384,384.07681536307257,-1.6324779400900002
385,385.0770154030806,-1.632972347334463
386,386.0772154430886,-1.6334667545789259
387,387.0774154830966,-1.6339611618233878
388,388.0776155231046,-1.634455569067851
389,389.0778155631126,-1.6349499763123134
390,390.0780156031206,-1.6354443835567762
391,391.0782156431286,-1.635938790801239
392,392.0784156831366,-1.636433198045701
393,393.0786157231446,-1.6369276052901638
394,394.0788157631526,-1.6374220125346266
395,395.0790158031606,-1.6379164197790894
396,396.07921584316864,-1.6384108270235522
397,397.07941588317664,-1.6389052342680142
398,398.07961592318463,-1.6393996415124765
399,399.07981596319263,-1.6392386630899272
400,400.0800160032006,-1.6384800767493108
401,401.0802160432086,-1.6377214904086945
402,402.0804160832166,-1.6369629040680773
403,403.0806161232246,-1.6362043177274614
404,404.0808161632326,-1.6354457313868447
405,405.0810162032406,-1.6346871450462284
406,406.0812162432486,-1.633928558705612
407,407.08141628325666,-1.6331699723649948
408,408.08161632326465,-1.632411386024379
409,409.08181636327265,-1.6316527996837626
410,410.08201640328065,-1.6308942133431454
411,411.08221644328864,-1.6301356270025291
412,412.08241648329664,-1.6293538407132777
413,413.08261652330464,-1.6285394887174172
414,414.08281656331263,-1.6277251367215566
415,415.08301660332063,-1.6269107847256956
416,416.0832166433286,-1.626096432729836
417,417.0834166833366,-1.6252820807339745
418,418.0836167233447,-1.624467728738114
419,419.0838167633527,-1.6236533767422534
420,420.08401680336067,-1.6228390247463924
421,421.08421684336867,-1.6220246727505319
422,422.08441688337666,-1.6212103207546713
423,423.08461692338466,-1.6203959687588108
424,424.08481696339265,-1.6195816167629502
425,425.08501700340065,-1.618862051574013
426,426.08521704340865,-1.6186053291778055
427,427.08541708341664,-1.6183486067815984
428,428.08561712342464,-1.6180918843853904
429,429.0858171634327,-1.6178351619891824
430,430.0860172034407,-1.6175784395929744
431,431.0862172434487,-1.6173217171967673
432,432.0864172834567,-1.6170649948005589
433,433.0866173234647,-1.6168082724043513
434,434.0868173634727,-1.6165515500081433
435,435.0870174034807,-1.6162948276119358
436,436.08721744348867,-1.6160381052157282
437,437.08741748349667,-1.6157813828195202
438,438.08761752350466,-1.6155246604233122
439,439.08781756351266,-1.615267938027105
440,440.0880176035207,-1.6150112156308971
441,441.0882176435287,-1.6147544932346896
442,442.0884176835367,-1.6144977708384811
443,443.0886177235447,-1.6142410484422736
444,444.0888177635527,-1.613984326046066
445,445.0890178035607,-1.613727603649859
446,446.0892178435687,-1.6132408965732812
447,447.0894178835767,-1.6121819423064636
448,448.0896179235847,-1.611122988039646
449,449.0898179635927,-1.610064033772828
450,450.0900180036007,-1.6090050795060105
451,451.09021804360873,-1.6079461252391933
452,452.0904180836167,-1.6068871709723758
453,453.0906181236247,-1.6058282167055582
454,454.0908181636327,-1.6047692624387402
455,455.0910182036407,-1.603710308171923
456,456.0912182436487,-1.602651353905106
457,457.0914182836567,-1.6015923996382884
458,458.0916183236647,-1.6005334453714708
459,459.0918183636727,-1.5994744911046528
460,460.0920184036807,-1.5984155368378352
461,461.0922184436887,-1.5970133496947057
462,462.09241848369675,-1.5953557843099082
463,463.09261852370474,-1.5936982189251117
464,464.09281856371274,-1.5920406535403142
465,465.09301860372074,-1.5903830881555168
466,466.09321864372873,-1.5887255227707198
467,467.09341868373673,-1.5870377628346732
468,468.0936187237447,-1.5853493645153685
469,469.0938187637527,-1.5836609661960646
470,470.0940188037607,-1.5819725678767602
471,471.0942188437687,-1.5802841695574554
472,472.0944188837767,-1.5785957712381506
473,473.0946189237847,-1.5769073729188459
474,474.09481896379276,-1.575218974599542
475,475.09501900380076,-1.5735305762802372
476,476.09521904380875,-1.5718421779609324
477,477.09541908381675,-1.5701537796416276
478,478.09561912382475,-1.5684653813223228
479,479.09581916383274,-1.5667769830030185
480,480.09601920384074,-1.5650885846837141
481,481.09621924384874,-1.5634001863644094
482,482.09641928385673,-1.5617117880451046
483,483.09661932386473,-1.5600233897257998
484,484.0968193638727,-1.5583349914064955
485,485.0970194038808,-1.5566465930871907
486,486.0972194438888,-1.5549581947678863
487,487.0974194838968,-1.553269796448582
488,488.09761952390477,-1.5515813981292772
489,489.09781956391276,-1.5498514497760274
490,490.09801960392076,-1.5476813129564002
491,491.09821964392876,-1.545511176136773
492,492.09841968393675,-1.5433410393171463
493,493.09861972394475,-1.5411709024975195
494,494.09881976395275,-1.5390007656778923
495,495.09901980396074,-1.536830628858266
496,496.0992198439688,-1.534660492038638
497,497.0994198839768,-1.5324903552190117
498,498.0996199239848,-1.530320218399385
499,499.0998199639928,-1.5281500815797582
500,500.1000200040008,-1.5259726744919018
501,501.1002200440088,-1.5237934244697309
502,502.1004200840168,-1.5216141744475609
503,503.1006201240248,-1.5194349244253909
504,504.10082016403277,-1.5172556744032208
505,505.10102020404076,-1.5150764243810508
506,506.10122024404876,-1.5128971743588808
507,507.1014202840568,-1.510820506797164
508,508.1016203240648,-1.5089828518046513
509,509.1018203640728,-1.5071451968121377
510,510.1020204040808,-1.505307541819625
511,511.1022204440888,-1.5034698868271121
512,512.1024204840968,-1.5016322318345985
513,513.1026205241049,-1.4997945768420853
514,514.1028205641128,-1.4979569218495725
515,515.1030206041208,-1.4961192668570589
516,516.1032206441288,-1.494281611864546
517,517.1034206841368,-1.492443956872033
518,518.1036207241448,-1.4906063018795201
519,519.1038207641528,-1.488768646887007
520,520.1040208041608,-1.4869309918944942
521,521.1042208441688,-1.485093336901981
522,522.1044208841768,-1.4832556819094673
523,523.1046209241848,-1.4814180269169546
524,524.1048209641929,-1.479580371924441
525,525.1050210042008,-1.4774632484795118
526,526.1052210442089,-1.475271472085125
527,527.1054210842168,-1.4730796956907382
528,528.1056211242249,-1.4708879192963513
529,529.1058211642328,-1.4686961429019645
530,530.1060212042408,-1.4665043665075777
531,531.1062212442488,-1.4643125901131908
532,532.1064212842568,-1.462120813718804
533,533.1066213242648,-1.4599290373244171
534,534.1068213642728,-1.4577372609300303
535,535.1070214042809,-1.4555454845356435
536,536.1072214442888,-1.4533537081412566
537,537.1074214842969,-1.4511619317468698
538,538.1076215243048,-1.448970155352482
539,539.1078215643129,-1.4467783789580952
540,540.1080216043208,-1.4445866025637084
541,541.1082216443289,-1.4423948261693211
542,542.1084216843368,-1.4402030497749347
543,543.1086217243449,-1.438011273380548
544,544.1088217643528,-1.435819496986161
545,545.1090218043609,-1.4336277205917738
546,546.1092218443689,-1.431435944197387
547,547.1094218843768,-1.4292441678030001
548,548.1096219243849,-1.4270523914086128
549,549.1098219643928,-1.4247022466296624
550,550.1100220044009,-1.4222391696910854
551,551.1102220444088,-1.4197760927525085
552,552.1104220844169,-1.417313015813931
553,553.1106221244248,-1.4148499388753537
554,554.1108221644329,-1.4124441387187954
555,555.1110222044408,-1.4101449734805032
556,556.1112222444489,-1.407845808242211
557,557.1114222844569,-1.4055466430039187
558,558.1116223244649,-1.4032474777656265
559,559.1118223644729,-1.4009483125273339
560,560.1120224044809,-1.3987159518704106
561,561.1122224444889,-1.396543340953495
562,562.1124224844968,-1.39437073003658
563,563.1126225245049,-1.392198119119664
564,564.1128225645128,-1.3900255082027488
565,565.1130226045209,-1.3878528972858333
566,566.1132226445288,-1.3856802863689182
567,567.1134226845369,-1.383507675452003
568,568.1136227245449,-1.381335064535087
569,569.1138227645529,-1.379162453618172
570,570.1140228045609,-1.3769898427012568
571,571.1142228445689,-1.3748172317843417
572,572.1144228845769,-1.3726446208674261
573,573.1146229245849,-1.3704720099505106
574,574.1148229645929,-1.368299399033595
575,575.1150230046009,-1.3661267881166799
576,576.1152230446089,-1.3639541771997648
577,577.1154230846169,-1.3617815662828496
578,578.1156231246249,-1.359608955365934
579,579.115823164633,-1.3574363444490185
580,580.1160232046409,-1.3552637335321034
581,581.116223244649,-1.3530911226151883
582,582.1164232846569,-1.3509185116982732
583,583.1166233246649,-1.3487459007813571
584,584.1168233646729,-1.346573289864442
585,585.1170234046809,-1.344400678947527
586,586.1172234446889,-1.3422280680306118
587,587.1174234846969,-1.3400504851052464
588,588.1176235247049,-1.337850531683252
589,589.1178235647129,-1.3356505782612573
590,590.118023604721,-1.333450624839263
591,591.1182236447289,-1.3312506714172678
592,592.118423684737,-1.3290507179952726
593,593.1186237247449,-1.3268507645732783
594,594.118823764753,-1.3246508111512836
595,595.1190238047609,-1.3223614853826975
596,596.119223844769,-1.3198143597741323
597,597.1194238847769,-1.3172672341655676
598,598.119623924785,-1.314720108557002
599,599.1198239647929,-1.3121729829484372
600,600.1200240048009,-1.309625857339872
601,601.1202240448089,-1.3070787317313073
602,602.1204240848169,-1.304531606122742
603,603.120624124825,-1.301984480514177
604,604.1208241648329,-1.2994373549056122
605,605.121024204841,-1.2968902292970466
606,606.1212242448489,-1.2943431036884823
607,607.121424284857,-1.2917959780799166
608,608.1216243248649,-1.289248852471352
609,609.121824364873,-1.2867017268627863
610,610.1220244048809,-1.2841546012542215
611,611.122224444889,-1.2816074756456564
612,612.1224244848969,-1.2790603500370912
613,613.122624524905,-1.276513224428526
614,614.122824564913,-1.2739660988199613
615,615.1230246049209,-1.271418973211396
616,616.123224644929,-1.2688718476028313
617,617.1234246849369,-1.2663247219942662
618,618.123624724945,-1.2637775963857005
619,619.1238247649529,-1.2612304707771358
620,620.124024804961,-1.2586833451685706
621,621.1242248449689,-1.2561362195600059
622,622.124424884977,-1.2535890939514411
623,623.1246249249849,-1.251041968342876
624,624.124824964993,-1.2484948427343108
625,625.125025005001,-1.2459477171257451
626,626.125225045009,-1.2434005915171804
627,627.125425085017,-1.241008287586424
628,628.125625125025,-1.238627463880615
629,629.125825165033,-1.2362466401748056
630,630.126025205041,-1.2338658164689966
631,631.126225245049,-1.2314849927631877
632,632.1264252850569,-1.2291041690573783
633,633.126625325065,-1.2267233453515693
634,634.1268253650729,-1.2243425216457604
635,635.127025405081,-1.2219616979399506
636,636.127225445089,-1.219580874234142
637,637.127425485097,-1.217049774013652
638,638.127625525105,-1.2144425380150397
639,639.127825565113,-1.2118353020164276
640,640.128025605121,-1.2092280660178147
641,641.128225645129,-1.2066208300192032
642,642.128425685137,-1.2039271929958537
643,643.128625725145,-1.201192483625639
644,644.128825765153,-1.1984577742554237
645,645.129025805161,-1.1957230648852093
646,646.129225845169,-1.1929883555149945
647,647.129425885177,-1.1902536461447792
648,648.129625925185,-1.1875189367745644
649,649.129825965193,-1.1847842274043496
650,650.130026005201,-1.1820495180341348
651,651.130226045209,-1.1793148086639196
652,652.130426085217,-1.1765800992937048
653,653.130626125225,-1.17384538992349
654,654.130826165233,-1.1711106805532756
655,655.131026205241,-1.1683759711830604
656,656.131226245249,-1.165641261812845
657,657.131426285257,-1.1629065524426303
658,658.1316263252651,-1.1601718430724155
659,659.131826365273,-1.1574371337022011
660,660.1320264052811,-1.1547024243319859
661,661.132226445289,-1.1519677149617715
662,662.1324264852971,-1.149453691709304
663,663.132626525305,-1.147045424007152
664,664.132826565313,-1.1446371563050013
665,665.133026605321,-1.1422288886028493
666,666.133226645329,-1.1398206209006974
667,667.133426685337,-1.1374123531985458
668,668.133626725345,-1.1350040854963948
669,669.1338267653531,-1.1325958177942432
670,670.134026805361,-1.1301875500920913
671,671.1342268453691,-1.1277792823899397
672,672.134426885377,-1.1253710146877882
673,673.1346269253851,-1.1229627469856367
674,674.134826965393,-1.1205544792834847
675,675.1350270054011,-1.1181828609885325
676,676.135227045409,-1.1158385679348806
677,677.1354270854171,-1.1134942748812282
678,678.135627125425,-1.1111499818275758
679,679.135827165433,-1.108805688773924
680,680.1360272054411,-1.1064613957202707
681,681.136227245449,-1.1041171026666197
682,682.1364272854571,-1.1017728096129669
683,683.136627325465,-1.099428516559315
684,684.1368273654731,-1.0968929200639201
685,685.137027405481,-1.0943416090378784
686,686.1372274454891,-1.0917902980118361
687,687.137427485497,-1.0892389869857935
688,688.1376275255051,-1.0866876759597512
689,689.137827565513,-1.084136364933709
690,690.1380276055211,-1.0815850539076668
691,691.1382276455291,-1.0790337428816246
692,692.1384276855371,-1.076482431855582
693,693.1386277255451,-1.0739311208295392
694,694.1388277655531,-1.071379809803498
695,695.1390278055611,-1.0688284987774557
696,696.139227845569,-1.066277187751414
697,697.1394278855771,-1.0637258767253708
698,698.139627925585,-1.061174565699329
699,699.1398279655931,-1.0586232546732863
700,700.140028005601,-1.056071943647245
701,701.1402280456091,-1.0535844034111914
702,702.1404280856171,-1.0511695615141017
703,703.1406281256251,-1.048754719617012
704,704.1408281656331,-1.0463398777199213
705,705.1410282056411,-1.0439250358228311
706,706.1412282456491,-1.0415101939257414
707,707.1414282856571,-1.0390953520286517
708,708.1416283256651,-1.036680510131562
