l,w
67.691170565686,1.35180735745821
155.338558641463,1.35201804829493
227.050057976189,1.3521904317068
362.521363909904,1.35810457573094
466.113927375182,1.36154702022843
553.761315450959,1.36175771106515
641.450493444762,1.37633890996349
729.107168168989,1.37974304703612
816.754556244766,1.37995373787284
904.401944320542,1.38016442870957
992.049332396319,1.38037511954629
1079.68743382364,1.37739236414709
1167.29303198139,1.3632325469222
1254.92416842238,1.35785470684607
1342.53673156647,1.34608997429811
1430.14000806211,1.33113179551424
1517.74560621986,1.31697197828935
1605.35120437761,1.30281216106446
1692.95215921113,1.2870556207216
1780.54847072043,1.2697023572608
1868.14942555395,1.25394581691795
1955.74573706325,1.23659255345714
2043.34669189677,1.22083601311429
2130.94300340607,1.20348274965348
2218.55092322594,1.19012129398757
2306.14955639735,1.17356639208574
2393.76211954143,1.16180165953778
2481.38396933397,1.15323037322574
2568.98724582961,1.13827219444187
2656.63463390538,1.13848288527859
2744.24951871158,1.12751651428961
2831.87833349046,1.1213403126545
2919.52572156624,1.12155100349122
3007.17310964201,1.12176169432794
3094.82049771779,1.12197238516466
3182.46788579357,1.12218307600139
3270.13616882836,1.12957902086891
3357.8137385116,1.14016841197235
3445.46112658737,1.14037910280907
3533.15030458118,1.15496030170741
3620.81162262963,1.159961161898
3708.50544394766,1.17613908391429
3796.1830136309,1.18672847501773
3883.8721916247,1.20130967391607
3971.56136961851,1.2158908728144
4059.25983426076,1.23366551794865
4146.95829890302,1.2514401630829
4234.66605019372,1.27240825445306
4322.3691581602,1.29177962270527
4410.0769094509,1.31274771407543
4497.79394739006,1.33690925168151
4585.51098532921,1.36107078928758
4673.22802326837,1.38523232689366
4760.95666951809,1.41338567229463
4848.67835078147,1.43914393301866
