,lCen,"QE primary, All (scale dep)","PSH primary, All (scale dep)","PH primary, All (scale dep)","Shear primary, All (scale dep)","QE secondary, All (scale dep)","PSH secondary, All (scale dep)","PH secondary, All (scale dep)","Shear secondary, All (scale dep)","QE trispectrum, All (scale dep)","PSH trispectrum, All (scale dep)","PH trispectrum, All (scale dep)","Shear trispectrum, All (scale dep)"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,2.383892326386252e-08,9.328624641317905e-09,7.1042983950065285e-09,8.04235110465317e-09,2.482272781803895e-09,2.372636524924216e-09,2.5356968431820846e-09,4.6999531409714045e-09,7.638401175454657e-09,1.7097449348677804e-09,1.0178103833843132e-09,1.4659040879701903e-09
7,38.42812776856926,1.0904493183309682e-08,5.785024073108637e-09,5.153206891234023e-09,7.202654067968009e-09,1.8501424796441238e-09,2.1795882654932295e-09,2.3211376467167855e-09,4.520558372533697e-09,7.063177059250238e-09,1.343827869947671e-09,7.91897716149748e-10,1.5674925445679458e-09
8,63.198533245043265,6.31108065735912e-09,2.4537571734698767e-09,2.1345770862211072e-09,3.1208263010476635e-09,1.0483593713068328e-09,1.1318081410158866e-09,1.1894779234773973e-09,2.2053172657082073e-09,4.834381608735472e-09,9.175965289319839e-10,5.98997201240261e-10,1.3930801278769718e-09
9,100.96538972782729,2.6700612603746032e-09,1.2427892490048275e-09,1.183702227687177e-09,1.8350081236434148e-09,7.853080996283423e-10,8.964105177621987e-10,9.665642605053966e-10,1.785922887048633e-09,4.917426141794842e-09,1.1461395977590565e-09,8.012379080111004e-10,1.8437211635223999e-09
10,163.83631121352687,1.713560493843298e-09,7.268264427512485e-10,5.893096190921056e-10,7.884563251545509e-10,5.15455811303589e-10,5.658857733140853e-10,5.891678564195104e-10,1.0310167329762264e-09,5.023599595181883e-09,1.1468483307624606e-09,8.054309282395917e-10,1.7254877630725245e-09
11,265.3251638901486,7.42939107008677e-10,4.941435434627569e-10,4.85856099163623e-10,6.385569190739946e-10,3.7422071329416333e-10,4.213795830379674e-10,4.6327166622055593e-10,8.816201210495623e-10,4.2309595944272e-09,1.2403626950116618e-09,1.0706695036330042e-09,2.075089135997366e-09
12,431.2885931322549,4.113628650525935e-10,2.2608591240827235e-10,2.1528693553348963e-10,2.0987923056757596e-10,2.823062006800685e-10,2.8358289402678167e-10,3.223646930214814e-10,4.79630453850842e-10,3.976690840020638e-09,1.250313669362877e-09,1.1045668308096078e-09,1.4647861420522695e-09
13,699.3914735090503,2.3102613112444808e-10,1.3556420397999688e-10,1.1553134073482413e-10,9.62218483300887e-11,1.9346864499365394e-10,1.9398406445272311e-10,2.084543504231641e-10,2.3035509889460948e-10,3.46251264756436e-09,1.287120904510374e-09,1.1177114003351224e-09,1.0636836718505689e-09
14,1132.2266555405515,7.517464988786792e-11,4.451979051595045e-11,3.9826725804188704e-11,3.2515681229773865e-11,1.4134999302422951e-10,1.4950779666303164e-10,1.6017009891374555e-10,1.3214064128228507e-10,1.3372996158542689e-09,7.54429449515309e-10,7.423830237525832e-10,6.131465369753174e-10
15,1832.7733607376451,1.4061145319932377e-11,1.1943680060314239e-11,1.1649785599588283e-11,1.3730951516918195e-11,6.965766396616387e-11,7.018622946208714e-11,7.827556313017739e-11,9.475676712137095e-11,3.680989506391714e-10,3.664126034804278e-10,4.438435008368492e-10,7.202119938396642e-10
16,2966.360523302821,7.209330821590719e-12,3.556738825854651e-12,2.8222273576060964e-12,3.0112637800135093e-10,7.98089947830904e-11,7.848908722653548e-11,8.590495009513606e-11,2.124158502271898e-05,3.8702152206623195e-10,3.4953599390857314e-10,4.904806092892637e-10,5.835680763015032e-06
17,4801.532681142485,3.98154351381855e-11,3.1309958663082075e-11,3.253019276172671e-11,3.8221229909997267e-11,2.4942182047836582e-09,5.920635270828567e-09,8.698642104017908e-09,2.7231136125998107e-09,7.513081108451269e-08,3.696754661678343e-08,3.756130127464494e-08,8.163302705330873e-08
18,7773.367053494751,1.611159414033867e-10,2.353166105034005e-07,2.8557716275286154e-07,1.610678925817015e-10,7.652631096660695e-06,107.5110073548304,158.0583070342696,7.656411037202107e-06,2.9473829480951653e-06,31.565555729614257,46.419420758857605,2.948808764654802e-06
19,11220.26600506391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
