,lCen,"QE primary, All","PSH primary, All","PH primary, All","Shear primary, All","QE secondary, All","PSH secondary, All","PH secondary, All","Shear secondary, All","QE trispectrum, All","PSH trispectrum, All","PH trispectrum, All","Shear trispectrum, All"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,-0.15438400214431292,-0.07057194817054961,-0.03351032068869963,-0.023994650105879388,0.0016127792711563456,0.0014618683857158838,0.0016636289796365467,-0.0005456529310797837,0.0254224742039658,0.007036708408221978,0.0031062516112115865,0.0036142253035849627
7,38.42812776856926,-0.06631526245528899,-0.027540963057972868,-0.011985293065529956,-0.01579076337428183,-0.0009583522490279592,-3.830211515475577e-05,-5.7199132098739986e-05,-0.0032778320741248352,0.019057105853605087,0.006211070557835308,0.003310428158227189,0.00476871720340066
8,63.198533245043265,-0.09350894089483168,-0.035323755769141485,-0.010571227533357434,-0.0028769911267585175,-0.0008906671681088252,-0.0010014673347589252,-0.001034480038059695,-0.0027710522109867406,0.022739892912236617,0.006354639962488618,0.0028992221304196967,0.0032138388520909326
9,100.96538972782729,-0.08448185905361245,-0.03063227006069275,-0.007498739167813909,0.0016158652743479018,-0.0021716525655240963,-0.002148054805982494,-0.002296758219273636,-0.004708287750659802,0.023996181276304623,0.006965878858474092,0.0034561837829668257,0.004993868541358638
10,163.83631121352687,-0.08740929670919637,-0.033805018846936256,-0.011265132275325693,-0.005896980278438817,-0.0027084727960965025,-0.002885777787997675,-0.003518677060568312,-0.014128543462452289,0.04161548341087073,0.012485870647752088,0.006438611866220823,0.009000253588695216
11,265.3251638901486,-0.09972204584695904,-0.038873632730265166,-0.013121629589263259,-0.007459778069380273,-0.009199687975710615,-0.008896945546544313,-0.010118804617374067,-0.028316710429514388,0.08054564623192688,0.025190613782351375,0.013542521747022357,0.015436415223420053
12,431.2885931322549,-0.11217895741293867,-0.04353946564480562,-0.014475450218870308,-0.004627256626751864,-0.015858360620168706,-0.016387826462025083,-0.019092543564223192,-0.04041019117360769,0.1426031331024313,0.04547737987019327,0.025586861117365352,0.021508719448267006
13,699.3914735090503,-0.13945491604216537,-0.05804464727385691,-0.023149640065842126,-0.012304593239726404,-0.03205817589748944,-0.03538057985485693,-0.04110204047234184,-0.06177382086184846,0.24454767769842617,0.07971260671018211,0.046478822642600386,0.03421604348435058
14,1132.2266555405515,-0.1729501476615985,-0.07321436794754688,-0.026816520776474045,-0.024837958688994452,-0.04778988140633928,-0.058055036701201046,-0.06966829811301753,-0.06676142301564236,0.3320092319428345,0.11702038138320987,0.0708135460608008,0.054262513224517805
15,1832.7733607376451,-0.13449053399914457,-0.0641694015223916,-0.017877079359087014,-0.047104256812151864,-0.05277121151211689,-0.0718738747827038,-0.09149738438339056,-0.031330593807497094,0.24810131607577113,0.11475416877197524,0.0740331574320762,0.1326097087455923
16,2966.360523302821,0.025161866109296913,0.008349713027141738,0.006927906045487136,0.05536652023485054,-0.18407115354404135,-0.15170683389207332,-0.1366119823695867,305.0526287705542,0.15892658481809704,0.08326513888641728,0.04954444658748061,646.3984215012233
17,4801.532681142485,0.8214155762814852,0.2898998058420862,0.05035050614191687,0.9671306878824671,-10.384639352252801,-7.491839457861609,-5.5598072761807975,-16.85762623757923,27.57648356884132,7.271472416603184,3.9152746336745037,47.020150594754845
18,7773.367053494751,11.148021846299176,328.40542407207045,1783.588657302555,11.35860420487879,-7870.854524394615,866425032243.2812,5392026255990.359,-7913.649163061871,49218.78664444163,690545405428.4885,1658668558889.748,49287.23143026776
19,11220.26600506391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
