,lCen,"QE primary, All (scale dep)","PSH primary, All (scale dep)","PH primary, All (scale dep)","Shear primary, All (scale dep)","QE secondary, All (scale dep)","PSH secondary, All (scale dep)","PH secondary, All (scale dep)","Shear secondary, All (scale dep)","QE trispectrum, All (scale dep)","PSH trispectrum, All (scale dep)","PH trispectrum, All (scale dep)","Shear trispectrum, All (scale dep)"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,1.0667362228346151e-08,4.166585560972084e-09,5.286379921406817e-09,6.865995655244443e-09,1.8103714126718359e-09,1.7600393807374849e-09,1.8059744355983933e-09,3.82145263596605e-09,2.457582607184689e-09,5.923394925442284e-10,4.2783923454891215e-10,7.938117197574787e-10
7,38.42812776856926,5.818937016868004e-09,3.2062559759156666e-09,3.434125497068039e-09,4.220876576996654e-09,1.622991478386592e-09,1.5491771674409553e-09,1.6370015407812875e-09,3.807965669989341e-09,4.356954067327831e-09,1.0528477418168193e-09,5.238109463126168e-10,6.868178619367427e-10
8,63.198533245043265,2.9417431798839858e-09,1.8179812882267379e-09,2.1053642165214636e-09,2.6494434652681566e-09,8.340182316818423e-10,9.607923754351939e-10,1.0243239862793141e-09,1.8736608102590192e-09,2.09343437662271e-09,5.269687909952799e-10,2.8867505732698994e-10,4.767023966913847e-10
9,100.96538972782729,1.1228832383111744e-09,9.978812810690404e-10,1.109584841264028e-09,1.4424283797207608e-09,6.849077517452467e-10,6.340832140429424e-10,6.565844547116568e-10,1.5666291195289868e-09,1.567507748570786e-09,4.553278776883029e-10,2.5224764825926205e-10,3.3742845828766505e-10
10,163.83631121352687,8.478109656849826e-10,5.568930238371181e-10,6.721906127916728e-10,8.450856944788678e-10,4.1499991150998225e-10,3.8717127038143184e-10,4.2686163796548247e-10,9.583522943384337e-10,9.791421113048335e-10,2.953137115663903e-10,1.6868207164887223e-10,2.912069026430525e-10
11,265.3251638901486,4.4851284869636725e-10,3.0049790063002325e-10,3.1866052523893006e-10,4.2473322709325833e-10,3.350834659039709e-10,3.4745505920547924e-10,3.770305921362567e-10,7.836799554965736e-10,4.9346148220103e-10,2.279306389042155e-10,1.7769256331183333e-10,2.538852662537377e-10
12,431.2885931322549,1.6656983850065548e-10,1.3854736784191165e-10,1.542778721377391e-10,1.3913006702825823e-10,2.3689753384621085e-10,2.2683128551659584e-10,2.4511118806408694e-10,3.171748437100099e-10,3.1953774388432495e-10,1.8485135495962017e-10,1.6646474396313722e-10,1.942705831294522e-10
13,699.3914735090503,5.237557834661388e-11,6.210267822879089e-11,6.9033666989848e-11,5.1440195022306685e-11,1.2025109294319293e-10,1.2810286192530462e-10,1.5159596331261267e-10,1.6730884638123235e-10,2.621183897855227e-10,1.787499090019046e-10,1.6747389177376519e-10,1.488388928058281e-10
14,1132.2266555405515,1.7195689753776284e-11,2.2149742063956977e-11,2.583573582869974e-11,1.476625347283e-11,8.45515889201665e-11,8.92861456843887e-11,9.963910722276104e-11,6.209904257277911e-11,1.6759580625166046e-10,1.3923379828693551e-10,1.4297956272230693e-10,1.0548869234656316e-10
15,1832.7733607376451,4.032407494976527e-12,5.049447223206067e-12,6.1183076422241e-12,4.332734761302317e-12,5.212073903858737e-11,5.619409289838414e-11,6.277996330724537e-11,1.2649227977763748e-10,7.990970418439794e-11,8.022806654886568e-11,8.736212043151652e-11,1.7561835864875872e-10
16,2966.360523302821,2.042687037967667e-12,2.3606333024437085e-12,3.1280599834413397e-12,3.635825716183897e-09,8.085285280333843e-11,8.4365986598785e-11,9.770375740953063e-11,0.015120857395475022,8.104263891280439e-11,6.33572580854594e-11,7.232691079700182e-11,0.0006788386779301463
17,4801.532681142485,1.7001906969258807e-11,3.6002872476163155e-11,4.276905216941972e-11,1.8228760061821672e-11,2.9878742166571164e-09,1.4352004898030799e-08,2.018047732656277e-08,3.2303121015318025e-09,1.4945046551170014e-08,4.386542773477349e-08,6.15114920851582e-08,1.8350352737562398e-08
18,7773.367053494751,3.9135677999779966e-10,6.800802985422106e-07,8.263817921128189e-07,3.914028154233009e-10,2.216035702318491e-05,274.79473481968154,404.5755170810723,2.2167855975829737e-05,2.0997156286132333e-05,213.4741068563464,314.3152099428628,2.1012056685919272e-05
19,11220.26600506391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
