,lCen,"QE primary, All (scale dep)","PSH primary, All (scale dep)","PH primary, All (scale dep)","Shear primary, All (scale dep)","QE secondary, All (scale dep)","PSH secondary, All (scale dep)","PH secondary, All (scale dep)","Shear secondary, All (scale dep)","QE trispectrum, All (scale dep)","PSH trispectrum, All (scale dep)","PH trispectrum, All (scale dep)","Shear trispectrum, All (scale dep)"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,2.0343568379533998e-08,7.88904222122264e-09,5.987916816214486e-09,6.861591523214434e-09,1.7202126899260678e-09,2.4045195240545335e-09,2.7394083886420265e-09,5.410465027527007e-09,5.783488035824309e-09,1.5020069680405107e-09,9.198021766706799e-10,1.2700121554210517e-09
7,38.42812776856926,9.307595678239121e-09,4.832335722709084e-09,4.285376893195267e-09,6.085598058014935e-09,1.7812978455883368e-09,2.1597541720081194e-09,2.225412817532688e-09,3.77176349012974e-09,4.944589742652646e-09,9.711030675888871e-10,5.6468506690071e-10,1.0397653878601548e-09
8,63.198533245043265,5.370133962370936e-09,2.3682064120970265e-09,2.0583082239061293e-09,2.7778326032193883e-09,1.1099401219939727e-09,1.1701829562313206e-09,1.2787016307992064e-09,2.501799942579371e-09,3.3949149044686473e-09,6.939138805930629e-10,4.346859049649746e-10,9.695288089919188e-10
9,100.96538972782729,2.2791062970658366e-09,1.0898452034943859e-09,1.0405564921165342e-09,1.5588536277113007e-09,7.309693178087138e-10,8.362732877858219e-10,9.059933382080419e-10,1.7855875711797754e-09,3.4186575219279673e-09,8.6194630507289e-10,5.832789795509571e-10,1.2568305205445247e-09
10,163.83631121352687,1.3769892363768219e-09,6.476156735278094e-10,5.543772490823345e-10,7.354554808127248e-10,4.992973429441398e-10,5.707162899079417e-10,6.249953083821451e-10,1.1927579777896988e-09,3.4838953510047003e-09,8.60368444713066e-10,5.906538427482571e-10,1.1873385399417655e-09
11,265.3251638901486,6.160551096596972e-10,4.15447532197667e-10,4.0749732572062824e-10,5.180527643458975e-10,3.4278012203992055e-10,3.888329454434307e-10,4.422674670671023e-10,8.1682617965861e-10,2.8805057883315367e-09,9.036523851119876e-10,7.728199733274629e-10,1.4322645179005009e-09
12,431.2885931322549,3.3924688651781084e-10,2.0648728163876813e-10,1.9278431394712762e-10,1.8084030303912222e-10,2.3078817918724091e-10,2.634624068578869e-10,3.0328621892316026e-10,4.696215295023577e-10,2.730213082463665e-09,9.258505743305149e-10,8.048117856803596e-10,1.0298889842457556e-09
13,699.3914735090503,1.9597512886614204e-10,1.1540853763687277e-10,9.84456968420198e-11,8.374190420359328e-11,1.6603862918690883e-10,2.1020766678224586e-10,2.441169476140599e-10,2.8952599334964344e-10,2.4113480137120627e-09,9.503880929720924e-10,8.147217899453431e-10,7.634307637229764e-10
14,1132.2266555405515,6.086288586160704e-11,3.641144855411042e-11,3.2585367025199716e-11,2.766042749189511e-11,8.914944606884598e-11,1.0997743142260536e-10,1.3323264440826093e-10,1.305617065930465e-10,9.441257438769126e-10,5.517672284511019e-10,5.349297763648948e-10,4.595085817610192e-10
15,1832.7733607376451,1.1893534529972525e-11,1.0167981092995221e-11,9.742293802457488e-12,1.1926319193213026e-11,5.7154109690301135e-11,5.5476497150875914e-11,5.682752103786846e-11,1.2460478439616932e-10,2.7075994985518036e-10,2.6682411807329764e-10,3.1191097175870173e-10,5.171832093644034e-10
16,2966.360523302821,5.869755249911312e-12,3.521212765288908e-12,2.8512916463412705e-12,5.425742348056297e-10,7.84217978700866e-11,7.080541144046321e-11,6.699631348115709e-11,7.477438320588316e-05,2.735262519848014e-10,2.490046560240927e-10,3.3109837575396166e-10,1.9135213858174932e-05
17,4801.532681142485,2.838971959404802e-11,2.3466202293640392e-11,2.4858528575166796e-11,2.701895067284225e-11,2.123204839622984e-09,6.445901852299264e-09,9.240907376150575e-09,2.273886759253477e-09,4.510121424121128e-08,2.335507990320482e-08,2.336362778357177e-08,4.786640449285812e-08
18,7773.367053494751,1.524974915910335e-10,1.9619340409524565e-07,2.385447774491517e-07,1.5239867152883306e-10,6.517683275618187e-06,80.383641858719,119.0964721227277,6.520228362381797e-06,2.250391604617349e-06,35.25850378215976,51.76623384878412,2.251963980511973e-06
19,11220.26600506391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
