,lCen,"QE primary, All (scale dep)","PSH primary, All (scale dep)","PH primary, All (scale dep)","Shear primary, All (scale dep)","QE secondary, All (scale dep)","PSH secondary, All (scale dep)","PH secondary, All (scale dep)","Shear secondary, All (scale dep)","QE trispectrum, All (scale dep)","PSH trispectrum, All (scale dep)","PH trispectrum, All (scale dep)","Shear trispectrum, All (scale dep)"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,2.56075622957414e-08,1.921232129018488e-08,1.7364264798623536e-08,2.2050127635457838e-08,2.6574320597388554e-09,4.137308164532746e-09,4.470289977892527e-09,6.837850598889596e-09,7.86115265144861e-09,3.2650635614028934e-09,2.5414970245645802e-09,3.2787394581646896e-09
7,38.42812776856926,1.3675793391795144e-08,7.1512528883810474e-09,6.24521103966009e-09,9.362760144546854e-09,9.621887052566908e-10,1.6525352781402226e-09,1.9303847797796026e-09,4.2708753181543e-09,6.12118693941602e-09,1.55532798509049e-09,1.2287613126554682e-09,2.9737277959583847e-09
8,63.198533245043265,7.739938887309875e-09,2.8093601648022357e-09,2.183004429716866e-09,3.1810111003210597e-09,1.079065586182065e-09,9.930399286655255e-10,1.03578341629056e-09,2.5411145625247246e-09,6.639459315479775e-09,9.453082508252458e-10,6.935073758298249e-10,1.0588218717542844e-09
9,100.96538972782729,3.0857515225843072e-09,1.5676467152068132e-09,1.35750531409594e-09,2.1364606809156195e-09,6.205027002106925e-10,6.621967897843687e-10,6.327810528328638e-10,1.3809518789550794e-09,2.7729734809568304e-09,1.137750137938993e-09,8.749986850533337e-10,1.6571567406212964e-09
10,163.83631121352687,1.4170284928764132e-09,9.76143470734047e-10,9.853232504300275e-10,1.6176119440790684e-09,6.234880876278406e-10,4.841717319393804e-10,5.545943632656352e-10,9.552921682594998e-10,2.8996385467292365e-09,1.385594213342522e-09,1.220523413411817e-09,1.9917559304038834e-09
11,265.3251638901486,6.649128211334928e-10,5.323911257492204e-10,5.203360950955809e-10,7.104177566657967e-10,6.689754264237454e-10,8.104703786160463e-10,8.102817389597855e-10,1.3853770889587044e-09,1.8501078439972236e-09,1.175495144985357e-09,1.055322911884593e-09,1.4984190935591826e-09
12,431.2885931322549,2.2503138815638834e-10,1.6287348580287364e-10,1.7860905440481144e-10,1.972060875567236e-10,2.9488912958485134e-10,1.8481362051118366e-10,2.4818052262107393e-10,3.1581866131937503e-10,1.8275329639893125e-09,1.1030424630418561e-09,9.771569570248014e-10,1.0351163483105743e-09
13,699.3914735090503,2.3204398667488673e-10,1.3188707354957625e-10,1.133995896843286e-10,8.425542670516636e-11,2.3440147963060364e-10,2.7338645673890715e-10,2.9412997471840315e-10,2.6272426116808217e-10,1.317195059792794e-09,8.715293330165878e-10,8.239407329576727e-10,7.914848617958943e-10
14,1132.2266555405515,5.985823669991805e-11,5.732951533946295e-11,5.581005822381332e-11,4.029191559884701e-11,1.1785083431712958e-10,1.1876669730792126e-10,1.4789851550338208e-10,1.1860662547709617e-10,6.58005910552854e-10,4.860649217298783e-10,4.980655822159969e-10,4.474845575499823e-10
15,1832.7733607376451,9.539083447142006e-12,9.408706612804232e-12,9.906056843217453e-12,1.0970213058760363e-11,7.314708945888971e-11,7.039765895637445e-11,7.199594069115521e-11,8.260351705230029e-11,2.9993250971990215e-10,2.7140965984823803e-10,2.7717125792782324e-10,4.6148330110818815e-10
16,2966.360523302821,9.542702119725234e-12,5.958755309568352e-12,4.170634193982187e-12,7.192076752001622e-10,1.0560651951736951e-10,9.03829775023647e-11,8.243338369100328e-11,8.971182603967765e-05,2.955065482988673e-10,1.8794501224626749e-10,1.555603348058614e-10,1.2700861358637542e-05
17,4801.532681142485,2.8490555995534854e-11,9.203951287805753e-12,9.194217825110757e-12,2.4777466408618713e-11,2.2913804959861844e-09,7.4381676418984275e-09,1.0847430094606772e-08,2.6815157981229518e-09,2.6987554565313045e-08,2.5464187565792593e-08,3.136597257849154e-08,2.7702587951056515e-08
18,7773.367053494751,1.9839599290940812e-10,3.8930540028647737e-07,4.7581412669753836e-07,1.9823813795772735e-10,6.251006030952998e-06,72.93245885710995,107.89042709182262,6.252201468664453e-06,1.9237599518409925e-06,20.312664711429967,30.126766055897914,1.9278836781730485e-06
19,11220.26600506391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
