,lCen,"QE primary, All (scale dep)","PSH primary, All (scale dep)","PH primary, All (scale dep)","Shear primary, All (scale dep)","QE secondary, All (scale dep)","PSH secondary, All (scale dep)","PH secondary, All (scale dep)","Shear secondary, All (scale dep)","QE trispectrum, All (scale dep)","PSH trispectrum, All (scale dep)","PH trispectrum, All (scale dep)","Shear trispectrum, All (scale dep)"
0,1.3094069739418872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.1196862728734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.4313777036652517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.554762087150706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.992126343855551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14.556579546566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.982337649086286,-8.797243758434496e-09,-1.886563632665738e-09,-5.882405092931882e-11,4.3040632099734295e-10,-2.991077948737653e-10,4.0186706935145975e-11,1.5232876586086791e-10,5.024526506015308e-10,2.713473183890869e-09,5.733487571328375e-10,3.835821353773751e-10,5.381242647992256e-10
7,38.42812776856926,-5.893935750141192e-09,-1.6072816901388745e-09,-6.592921541323987e-10,-1.2351280741549342e-09,-1.0118352924269804e-10,-4.700634757947686e-10,-5.089355786452659e-10,-7.295137220458744e-10,2.0492620840275562e-09,5.172667203819104e-10,3.944337152567422e-10,7.157253234889249e-10
8,63.198533245043265,-6.781143500218416e-09,-1.3055766564051003e-09,-6.458189662708638e-12,-2.79050189152907e-10,-4.741321514894806e-11,-1.4046486861516806e-10,-1.1618540436966807e-10,1.2383404472957838e-10,2.1056188145346884e-09,5.281417803229397e-10,4.032121057764025e-10,6.561829543114332e-10
9,100.96538972782729,-3.92432485399435e-09,-4.376594851931777e-10,4.0675338151602817e-10,4.835860395115146e-10,-1.8604815546656975e-10,-1.7186271881987774e-10,-1.7914615716614258e-10,-2.959763685903454e-10,1.7725456326591363e-09,4.675650364841765e-10,3.606333471610448e-10,7.018296944625269e-10
10,163.83631121352687,-3.059604165346691e-09,-5.661984181674592e-10,5.380625956288818e-11,4.9422553207268297e-11,-1.7216487695709393e-10,-1.6398863534125071e-10,-1.873750435603291e-10,-5.075434543158577e-10,1.8589042818533895e-09,5.175675676545251e-10,4.1156694040195257e-10,7.403121592150422e-10
11,265.3251638901486,-1.8584783418443497e-09,-4.3634836097128047e-10,-4.995399207039105e-11,3.6622831447641136e-11,-1.387765544737218e-10,-1.7079733504875965e-10,-1.893774470131145e-10,-3.223438763476685e-10,1.871907072170667e-09,6.130674025186644e-10,5.288190237232269e-10,7.959979011359216e-10
12,431.2885931322549,-9.98926729936797e-10,-2.404331882475446e-10,-3.376004508768013e-11,1.9937857179671595e-11,-1.4730842454985087e-10,-1.6790610960556777e-10,-1.9706364263254748e-10,-3.515991818899927e-10,1.625404407087766e-09,5.946374656097158e-10,5.281275300872097e-10,5.495224474996369e-10
13,699.3914735090503,-5.813530649400883e-10,-1.794217049185659e-10,-5.0455148968894975e-11,-6.40114355408745e-13,-1.4105086374177192e-10,-1.6771484733647913e-10,-1.940180279562276e-10,-2.3080723542647273e-10,1.2878835201723409e-09,5.526588779586424e-10,4.951524469494591e-10,3.8718600111227885e-10
14,1132.2266555405515,-2.648233650983776e-10,-8.82602472879012e-11,-1.4131145962762689e-11,-2.4553403369749632e-11,-9.824704845773444e-11,-1.339425639241652e-10,-1.617761969902782e-10,-1.3441309769343466e-10,6.379652301231419e-10,3.5212379738070006e-10,3.375964484684772e-10,2.2500755029570086e-10
15,1832.7733607376451,-7.381861662110673e-11,-3.1940553853823284e-11,3.537498520859605e-12,-3.435746380722681e-11,-5.605417421559886e-11,-7.282612071343248e-11,-9.328702628791462e-11,-4.4781345973001957e-11,1.9199339920169598e-10,1.5665136538453445e-10,1.6688619549874288e-10,2.1375850666129582e-10
16,2966.360523302821,4.670508999304746e-11,1.5123021263356152e-11,2.7965208047290226e-12,6.722393587994622e-12,-1.7524571071048273e-10,-1.1406181964292025e-10,-8.944790002806919e-11,7.53924035002423e-07,2.355763607934959e-10,1.4875231147449406e-10,1.56039619301708e-10,4.397171227874348e-06
17,4801.532681142485,3.4755473413871866e-10,7.496210240190638e-11,-1.348571197693979e-11,3.3482209144919535e-10,-7.265319938222889e-09,-1.2085186375070355e-08,-1.361099236842414e-08,-8.13653480318033e-09,3.629959071592562e-08,6.537029258730896e-08,8.714358385807304e-08,3.8724197335095674e-08
18,7773.367053494751,4.796418932141908e-10,-7.204080345625517e-08,-8.769596737944385e-08,4.802154672400555e-10,6.983351227610876e-08,5.42943530980323,7.944902240227537,6.902116355401024e-08,2.2244470982535367e-05,49.59236624462344,73.08114662024407,2.2249316813335027e-05
19,11220.26600506391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
